method,noise_type,snr_db,seed,metal,R2,MAPE,MAPE_low,MAPE_mid,MAPE_high
multiscan,gaussian_pink,30,606,Cd,0.9592277395843608,38.382838609446296,88.81711379322853,17.349439140493043,10.376542268929944
multiscan,gaussian_pink,30,606,Pb,0.9855432081032762,21.36498752456923,51.85677802584658,11.061911240381944,2.823879629629629
multiscan,gaussian_pink,30,808,Cd,0.9665549888703128,37.79331427473157,89.90475713902201,16.391944676179584,8.634691620190853
multiscan,gaussian_pink,30,808,Pb,0.9850348762856964,20.547618685643275,50.22132969195408,10.060360733997468,2.811031481481481
multiscan,gaussian_student_t,30,42,Cd,0.9760830519019914,37.10854878316713,85.62582965722585,19.359966939750308,8.509869283729406
multiscan,gaussian_student_t,30,42,Pb,0.988170550454381,24.39569152175548,62.59341273907556,8.997650020833824,2.829618174603174
multiscan,gaussian_student_t,30,7,Cd,0.9729842282974206,40.00647833259207,98.45790456107484,13.100489359982811,9.234282457262594
multiscan,gaussian_student_t,30,7,Pb,0.983973321131178,21.4631817442928,52.8520389586884,10.065345937975582,2.904357936507937
multiscan,gaussian_student_t,30,123,Cd,0.9624802074820796,39.105986695868985,90.4568415357644,14.0030630251007,13.048890109801665
multiscan,gaussian_student_t,30,123,Pb,0.9865800791032904,21.82621740578878,53.66599917195452,9.478962854383814,3.524568968253968
multiscan,gaussian_student_t,30,2024,Cd,0.9677074982074608,38.462574528943136,90.51887809903972,15.410761033004496,10.450197217821758
multiscan,gaussian_student_t,30,2024,Pb,0.9868158628510194,20.625113975187546,50.57799843689942,9.391073805273468,3.153737037037037
multiscan,gaussian_student_t,30,88,Cd,0.9613565797070548,36.06415466223323,81.62995129605673,17.15832630955363,10.696543035833368
multiscan,gaussian_student_t,30,88,Pb,0.9867626201035328,19.08215115223709,45.467759318335446,10.373574022176149,2.899862433862434
multiscan,gaussian_student_t,30,314,Cd,0.9786546174770688,39.78230832141724,99.64195259296125,12.37427978924266,8.171290449913613
multiscan,gaussian_student_t,30,314,Pb,0.9874621496863142,23.79569764693589,59.36884709597456,10.63291659175568,2.9265938095238098
multiscan,gaussian_student_t,30,1,Cd,0.9741548711704586,38.822973898481614,92.2698624392341,16.354338086772636,9.26299065566048
multiscan,gaussian_student_t,30,1,Pb,0.9879119547547128,23.07504157863533,58.50877779481873,8.833532485882861,3.041267460317461
multiscan,gaussian_student_t,30,999,Cd,0.9728392150554386,36.81163209608835,85.89875306411054,17.390734447985665,8.852963054804995
multiscan,gaussian_student_t,30,999,Pb,0.985726427253262,21.67472843025892,52.29510041785288,10.538877122900894,3.581652645502645
multiscan,gaussian_student_t,30,55,Cd,0.95929821438301,34.36959653569308,72.87642415611204,21.007812955826463,11.188429238588345
multiscan,gaussian_student_t,30,55,Pb,0.9858100091029556,19.14008407041404,45.18846805619786,9.965966834016967,3.5491755731922408
multiscan,gaussian_student_t,30,7777,Cd,0.9634062289681764,39.078170363341854,89.53553414435798,15.526518750035144,12.731468288032891
multiscan,gaussian_student_t,30,7777,Pb,0.9854127516078908,25.74535508787401,65.06323508986009,10.545547637837332,3.1136600529100527
multiscan,gaussian_student_t,30,13,Cd,0.9753871012800056,44.8829548992889,107.3695105151117,20.71952141494056,8.919780875668794
multiscan,gaussian_student_t,30,13,Pb,0.9867204984023852,21.992310823244523,54.48222317949693,10.059319311208512,2.872711534391533
multiscan,gaussian_student_t,30,21,Cd,0.967565229007082,42.154298935813706,99.60055537291424,14.812813880328877,12.510075275219815
multiscan,gaussian_student_t,30,21,Pb,0.9870667569154052,26.81055988704272,68.80072639433472,10.293574348042062,2.83007815696649
multiscan,gaussian_student_t,30,34,Cd,0.972679940519992,38.88699693353354,90.822752458325,17.196194064828745,10.067735908677196
multiscan,gaussian_student_t,30,34,Pb,0.986724504396797,19.64677195003405,47.4617189578992,9.761116154936229,3.0580866402116413
multiscan,gaussian_student_t,30,101,Cd,0.942461146788382,49.88493892962207,117.8498391401717,15.785780825641904,15.980294156817514
multiscan,gaussian_student_t,30,101,Pb,0.985490960207456,18.714468951096286,44.918667605565226,9.469877670765646,3.0406975925925925
multiscan,gaussian_student_t,30,202,Cd,0.949335346882447,40.11550006972557,91.39069557961714,19.13626224632458,11.372329027083245
multiscan,gaussian_student_t,30,202,Pb,0.988378117536872,19.585989154652484,47.94657579050767,9.384557528320151,2.7531213756613755
multiscan,gaussian_student_t,30,303,Cd,0.9638905631656484,42.40743901744328,101.76042545188258,14.50705334115216,11.54687410627128
multiscan,gaussian_student_t,30,303,Pb,0.984110214520064,21.111589500285792,52.60329747629883,8.46948132038072,3.29657164021164
multiscan,gaussian_student_t,30,404,Cd,0.9670252364273204,41.10033585559908,98.17577001022232,19.535825529417576,7.913814277534061
multiscan,gaussian_student_t,30,404,Pb,0.9873350632560476,17.90600455703392,42.71587701092824,9.133287690296244,3.0795887566137568
multiscan,gaussian_student_t,30,505,Cd,0.9669999878129568,37.65556244970137,88.31067100097256,14.393437134559228,10.951055533736792
multiscan,gaussian_student_t,30,505,Pb,0.9876551037871212,19.07178438654173,46.60827602301264,9.06801427790854,2.793888095238095
multiscan,gaussian_student_t,30,606,Cd,0.9739712690338568,41.61417117145875,104.83193735694816,11.743401504722833,8.846545794708199
multiscan,gaussian_student_t,30,606,Pb,0.9883132557880888,20.267461579741777,49.7078184368903,9.204197163633054,3.1093404761904755
multiscan,gaussian_student_t,30,808,Cd,0.9726005611913257,37.82174382133677,90.79254826628204,15.19314683955057,8.765138105073165
multiscan,gaussian_student_t,30,808,Pb,0.9863119221296736,26.19131159739351,66.89346639369096,10.417932125096106,2.7884355820105817
multiscan,gaussian_hetero,30,42,Cd,0.9703235044412336,44.941008143782966,103.3591668801834,21.525690029764377,11.869421272795012
multiscan,gaussian_hetero,30,42,Pb,0.9875469313636668,19.53606711968386,47.76028936622368,9.055963403733315,3.0026177248677253
multiscan,gaussian_hetero,30,7,Cd,0.9593021520887718,46.58558846275909,100.07327334759805,28.16672511546777,14.2917599569208
multiscan,gaussian_hetero,30,7,Pb,0.9839932639474038,18.010150980831526,42.55751364225914,9.821216982437155,3.0133047619047617
multiscan,gaussian_hetero,30,123,Cd,0.9633605535871856,43.04399584160158,100.03962554264068,16.037370314006985,13.55205477579872
multiscan,gaussian_hetero,30,123,Pb,0.9876813861180782,18.90240995419228,45.113918080201,9.626809886699943,3.243219894179894
multiscan,gaussian_hetero,30,2024,Cd,0.9674474063271212,37.56309461705505,87.57950269813568,14.350675179372113,11.357700841276484
multiscan,gaussian_hetero,30,2024,Pb,0.9860781837584336,20.62731395917749,49.56515600992035,10.434705231340548,3.3075180687830685
multiscan,gaussian_hetero,30,88,Cd,0.9667900217332478,47.757302994143295,107.9258750707184,26.97868425813329,11.469238754337358
multiscan,gaussian_hetero,30,88,Pb,0.986325441739942,20.70715122787479,51.04146657074173,9.212546748246156,3.091624761904762
multiscan,gaussian_hetero,30,314,Cd,0.9546754345658468,44.84895688456836,93.05961238714993,33.1205721473215,12.492333790581654
multiscan,gaussian_hetero,30,314,Pb,0.9863746455163688,22.741241523314628,55.45778968694983,11.042152532314002,3.276844047619048
multiscan,gaussian_hetero,30,1,Cd,0.9599649573801292,39.30188715270022,90.53436042755926,15.22818139306059,12.657296596744084
multiscan,gaussian_hetero,30,1,Pb,0.9864757883473804,21.854755547578268,52.36915346832341,11.800575198172972,3.128877513227513
multiscan,gaussian_hetero,30,999,Cd,0.9695101869393664,38.39030543856955,91.34093650957226,13.637823195569226,10.766434374734182
multiscan,gaussian_hetero,30,999,Pb,0.9851289935121684,25.732548421130456,64.86091090626068,10.44331874006415,3.318399470899471
multiscan,gaussian_hetero,30,55,Cd,0.9566094178723816,44.90596954372055,102.01100625946188,23.31876323848356,11.70990981742744
multiscan,gaussian_hetero,30,55,Pb,0.9857630523718306,17.588718768169784,40.84620888053889,9.865663645042448,3.356180423280424
multiscan,gaussian_hetero,30,7777,Cd,0.955110886740942,45.29610153674653,103.72942417477977,20.92354681486725,12.850035819638356
multiscan,gaussian_hetero,30,7777,Pb,0.9850297074311468,22.87420677598224,56.104671989203055,10.670963756762909,3.317647777777778
multiscan,gaussian_hetero,30,13,Cd,0.9680559191788848,38.67607732189929,90.01232104450301,15.418939248352087,11.400632935427655
multiscan,gaussian_hetero,30,13,Pb,0.9867081478980284,18.64461459628449,44.652440859566745,9.894232034624295,2.805014417989418
multiscan,gaussian_hetero,30,21,Cd,0.9540306409513192,41.62356303832178,94.43195382003734,19.59912924709795,12.299526581041372
multiscan,gaussian_hetero,30,21,Pb,0.9869905061166172,20.80573282672705,51.457910781544456,8.934504028057768,3.1764037301587296
multiscan,gaussian_hetero,30,34,Cd,0.9723226512357452,40.61838695564161,97.0021603340461,14.89503443134114,10.78081082317152
multiscan,gaussian_hetero,30,34,Pb,0.9862081672965872,19.779377538801345,48.4631346370532,8.489963783712364,3.40252246031746
multiscan,gaussian_hetero,30,101,Cd,0.9725752761665974,37.29630993275623,89.00852004934524,14.596061044713917,9.336300760960263
multiscan,gaussian_hetero,30,101,Pb,0.9866377201346564,24.761944632204912,63.40460264433285,9.16512239868569,2.9576111111111105
multiscan,gaussian_hetero,30,202,Cd,0.9632782183914164,45.88614771177416,106.97294898224176,21.288994340708104,11.378582233761858
multiscan,gaussian_hetero,30,202,Pb,0.985669835211023,20.45413029653782,48.83616504470795,11.026331393433486,3.0876339417989405
multiscan,gaussian_hetero,30,303,Cd,0.967150711113632,40.423659730731,93.8573163237556,17.84747171061162,10.94640458329006
multiscan,gaussian_hetero,30,303,Pb,0.9840674010086364,22.518357931741384,53.21820914886962,12.432484022228882,3.659064523809523
multiscan,gaussian_hetero,30,404,Cd,0.9751985353970838,35.3810370779962,82.85207410733666,15.40829475528986,9.137001102016706
multiscan,gaussian_hetero,30,404,Pb,0.98797732367177,23.057242407935195,58.32432661432354,8.672474690423975,3.2578507142857145
multiscan,gaussian_hetero,30,505,Cd,0.967032467288362,38.57554468190912,89.06155920793789,13.06912458917497,13.508145972041223
multiscan,gaussian_hetero,30,505,Pb,0.9882757184439944,23.87656139489372,59.05328704594066,11.61661963771131,2.7359178571428577
multiscan,gaussian_hetero,30,606,Cd,0.9762135547151408,34.511072232639535,81.72119332001742,12.944218516309425,9.547207137378026
multiscan,gaussian_hetero,30,606,Pb,0.9883407716249456,20.19105590039176,49.15733801936123,9.510516665759637,3.1728469576719576
multiscan,gaussian_hetero,30,808,Cd,0.9597812310098448,45.41845681256384,109.4085465205301,17.082729971135187,10.983866616877696
multiscan,gaussian_hetero,30,808,Pb,0.9858250599136048,25.54431588735668,65.69970921342482,9.299961354457317,2.911057804232804
multiscan,pink_student_t,30,42,Cd,0.9624381235597392,37.13195411078743,78.54366098493556,20.199373626707533,13.910585371717252
multiscan,pink_student_t,30,42,Pb,0.98646966615597,24.36900282201161,61.6631279949349,10.417204755541574,2.591763888888888
multiscan,pink_student_t,30,7,Cd,0.9641680238947152,44.40474415003853,109.24516699414758,12.403551011167766,11.7051872058615
multiscan,pink_student_t,30,7,Pb,0.9849429332856656,21.88956745179185,53.73423412002155,10.394015452922686,3.0160465608465614
multiscan,pink_student_t,30,123,Cd,0.9704920978757806,38.57084874854083,94.0504628297277,12.98411923584406,9.395656689349629
multiscan,pink_student_t,30,123,Pb,0.9875159056386368,17.85323304833749,41.73378770074972,10.47855597199509,2.869222222222222
multiscan,pink_student_t,30,2024,Cd,0.9602228592226836,36.24475298728551,79.7566071626644,18.96203866647921,11.50668405500729
multiscan,pink_student_t,30,2024,Pb,0.9853573259742968,22.86273180636841,55.92258699059651,11.051092638810529,3.187278597883598
multiscan,pink_student_t,30,88,Cd,0.9529194870474038,38.775709412528094,87.80239216419216,13.103127810882402,15.03519485390516
multiscan,pink_student_t,30,88,Pb,0.9866656169924414,18.706075701681733,44.12329133956009,10.60899034177702,2.923119576719577
multiscan,pink_student_t,30,314,Cd,0.9598765053543872,50.55774849793391,119.14457362077864,20.666518420122724,13.329547614104074
multiscan,pink_student_t,30,314,Pb,0.986507918358142,20.08360739229404,48.770300511134685,10.01247331234302,2.892119179894179
multiscan,pink_student_t,30,1,Cd,0.9703150417455996,43.842988743634095,106.8363868888528,15.098026077794769,10.511798733178058
multiscan,pink_student_t,30,1,Pb,0.9874725290300485,22.87910236300036,56.41299993574311,10.945654774905776,2.8898194444444445
multiscan,pink_student_t,30,999,Cd,0.9681120658966924,36.589640943880426,87.79254181961382,13.654442012097867,9.210689501957626
multiscan,pink_student_t,30,999,Pb,0.9867137289962582,20.973494285081248,50.837418911770285,10.69336326267516,2.94031111111111
multiscan,pink_student_t,30,55,Cd,0.9539251711833574,35.093890810641085,77.05446751695207,18.94248362262741,10.894348347391064
multiscan,pink_student_t,30,55,Pb,0.9867414060162232,19.851665840054032,46.845029227737626,11.430730405213133,2.971153306878307
multiscan,pink_student_t,30,7777,Cd,0.9587798610848776,36.73460912104788,83.79609333214485,12.984537505218189,13.350086689020172
multiscan,pink_student_t,30,7777,Pb,0.9837132125187056,18.266533390379948,42.89254620443363,10.452448648858963,2.9542458730158723
multiscan,pink_student_t,30,13,Cd,0.9589321057720764,39.83437826879845,90.5026648084454,15.651823931895445,13.732509043694677
multiscan,pink_student_t,30,13,Pb,0.9848171869062547,17.658574882570726,40.428380399739545,11.247175151235638,2.95800343915344
multiscan,pink_student_t,30,21,Cd,0.9682004546198189,38.47921476918666,90.42885841004107,13.29298489061062,11.978664987525324
multiscan,pink_student_t,30,21,Pb,0.98583989096932,20.062879499232487,48.9023700297149,9.67221415640678,2.957080952380952
multiscan,pink_student_t,30,34,Cd,0.9671639215831704,36.620444776926114,86.46361210167049,12.3996077637515,11.23169668175555
multiscan,pink_student_t,30,34,Pb,0.9836594225835642,19.545532444974224,46.29210556622814,10.760722052138028,3.1132617724867724
multiscan,pink_student_t,30,101,Cd,0.9470059819671812,43.753461736427305,101.22042387687516,21.12361537865929,10.950890857899456
multiscan,pink_student_t,30,101,Pb,0.9867328062063244,23.98295943205941,59.65926382261437,11.168043687192904,2.7959829365079365
multiscan,pink_student_t,30,202,Cd,0.9547147712855168,42.30470635336368,93.1903444706611,20.2444909444302,14.606818194904829
multiscan,pink_student_t,30,202,Pb,0.986408058059458,22.531699849842614,54.83420615669366,11.58239670136016,2.9124800264550275
multiscan,pink_student_t,30,303,Cd,0.951615799743958,37.5049903323086,81.43722484420219,19.9169856493032,12.62013136106756
multiscan,pink_student_t,30,303,Pb,0.984839251840662,17.101712547376476,39.236751378145726,10.75550921886852,2.8866490740740742
multiscan,pink_student_t,30,404,Cd,0.9647911071110382,39.46909197847267,94.27793302966607,12.864559549203609,11.531412721990854
multiscan,pink_student_t,30,404,Pb,0.987890259279764,22.773397176691724,54.77810001205632,12.894903683237851,2.688473809523809
multiscan,pink_student_t,30,505,Cd,0.9579216321329018,38.28367009583756,86.37140115420506,19.066227174632456,11.02218949466804
multiscan,pink_student_t,30,505,Pb,0.9873668572211892,19.50870918098029,46.67206511845523,10.708664538543555,2.739275661375662
multiscan,pink_student_t,30,606,Cd,0.9719247935659155,33.04041349884368,74.24002148504081,16.941507454663974,9.44001087313252
multiscan,pink_student_t,30,606,Pb,0.9868205370147854,20.86405859759888,51.00116967751176,10.305488596487024,2.7888460317460315
multiscan,pink_student_t,30,808,Cd,0.9626145381189896,34.247854924820246,71.59430900060711,21.49352387606622,11.628697227500544
multiscan,pink_student_t,30,808,Pb,0.987104835897652,20.21557249423537,48.03334442227935,11.797053428708075,2.6464419312169314
multiscan,gaussian_pink_student_t,30,42,Cd,0.964543652717476,43.10753573850924,98.1832493202251,21.512126751289312,11.608047078559316
multiscan,gaussian_pink_student_t,30,42,Pb,0.9878624437649268,19.18151188164484,46.40609572747306,9.812019142858576,2.74068716931217
multiscan,gaussian_pink_student_t,30,7,Cd,0.956042503367518,37.99129561441694,84.92075464567323,14.045102280175508,14.84754197786432
multiscan,gaussian_pink_student_t,30,7,Pb,0.9841911120894732,23.6618380406442,57.803232952928965,12.04998364379426,2.9519118783068774
multiscan,gaussian_pink_student_t,30,123,Cd,0.9724653898246156,42.706988744889465,105.36045544613354,13.03300876616451,10.278419813002715
multiscan,gaussian_pink_student_t,30,123,Pb,0.9866817496447516,17.803351144029865,41.20282788388988,10.728623403503612,3.0202723544973544
multiscan,gaussian_pink_student_t,30,2024,Cd,0.9680690759610888,37.99561456203536,85.17735402485356,20.060583429279266,10.634185764857582
multiscan,gaussian_pink_student_t,30,2024,Pb,0.9873233017781572,24.04551482382124,59.62916743238984,11.035449155985193,3.065848095238095
multiscan,gaussian_pink_student_t,30,88,Cd,0.9652122084924576,37.19289854045819,86.1786814366969,17.244034078211435,9.670655768423764
multiscan,gaussian_pink_student_t,30,88,Pb,0.987077539938965,21.61579181904601,52.95379649124654,10.49264041371356,2.916222195767195
multiscan,gaussian_pink_student_t,30,314,Cd,0.9767137978202306,41.51358190964885,102.95134968757684,12.902497903626845,9.389498098723555
multiscan,gaussian_pink_student_t,30,314,Pb,0.9861807481294586,23.886089091758976,58.93535797501761,11.905064403101935,2.665714814814814
multiscan,gaussian_pink_student_t,30,1,Cd,0.9499710010490752,41.116860357641,95.24211193629068,18.441067189358915,11.129679487621
multiscan,gaussian_pink_student_t,30,1,Pb,0.9855786867062618,19.1743117479911,45.98495662168102,10.002639785801868,2.9465556613756614
multiscan,gaussian_pink_student_t,30,999,Cd,0.9509310136192056,39.79214195710728,92.69494103576272,12.448608846213386,13.935498132157033
multiscan,gaussian_pink_student_t,30,999,Pb,0.985085644154604,18.3132721324884,42.70250398729238,10.702588727001714,3.062701190476189
multiscan,gaussian_pink_student_t,30,55,Cd,0.9599191476654432,39.246392537399984,88.42356412404665,17.63328707071713,12.674153192983
multiscan,gaussian_pink_student_t,30,55,Pb,0.987127298262102,26.73824931981064,68.50311559579231,10.098340454549554,3.027466666666668
multiscan,gaussian_pink_student_t,30,7777,Cd,0.9513983676991914,43.62549182568526,101.80568081712984,12.501860688305474,15.891088424401287
multiscan,gaussian_pink_student_t,30,7777,Pb,0.9844727033561816,19.263842657048773,46.228455397599845,9.691448256615642,3.174928306878308
multiscan,gaussian_pink_student_t,30,13,Cd,0.9565298575323284,40.76399522028355,91.76949153691751,15.773261030699944,14.919904416144318
multiscan,gaussian_pink_student_t,30,13,Pb,0.9869677415044572,27.57709600049916,70.9919219118783,10.731504556468431,2.628468703703704
multiscan,gaussian_pink_student_t,30,21,Cd,0.9527873148790144,40.75267417573779,91.52396809546232,19.142799015819573,12.849846015912853
multiscan,gaussian_pink_student_t,30,21,Pb,0.9876415636479212,23.889778093541363,61.289143817402,8.894058634583175,2.720786296296297
multiscan,gaussian_pink_student_t,30,34,Cd,0.9592555597416772,42.125689240040245,98.52086989687432,17.784598870286636,11.357098939180908
multiscan,gaussian_pink_student_t,30,34,Pb,0.9851989551530388,27.107658728281788,67.84686905889293,11.837599462996074,3.338356296296296
multiscan,gaussian_pink_student_t,30,101,Cd,0.952080920940826,42.69921968811929,97.05943193619468,20.414292378851187,12.255661020901876
multiscan,gaussian_pink_student_t,30,101,Pb,0.9844109727346432,21.47817867021952,52.44246005789581,10.695467163175676,2.8630851851851844
multiscan,gaussian_pink_student_t,30,202,Cd,0.9702330242225048,47.607906666194616,119.2095297377953,14.573252186910809,9.962990426049908
multiscan,gaussian_pink_student_t,30,202,Pb,0.9869744263681084,19.20052513337473,46.34416972632564,9.690933877962475,2.920548809523809
multiscan,gaussian_pink_student_t,30,303,Cd,0.9746879195505151,36.25723400667163,85.91723656932705,15.21394391221468,8.902758600763425
multiscan,gaussian_pink_student_t,30,303,Pb,0.9857680480128111,27.95653203318685,72.1700294850885,10.186941006185254,2.958344841269842
multiscan,gaussian_pink_student_t,30,404,Cd,0.9747500962064352,32.130865437555755,73.30836975863623,15.02978272182562,9.217000313808784
multiscan,gaussian_pink_student_t,30,404,Pb,0.9879246935454666,23.706783302728176,58.87806442992831,10.956501570042494,2.897570185185185
multiscan,gaussian_pink_student_t,30,505,Cd,0.9648298452534668,39.14561005356995,92.21081167386852,12.338103823071584,12.796279523653384
multiscan,gaussian_pink_student_t,30,505,Pb,0.9876243936382186,20.504855430503746,48.91174901350887,11.270828938772794,2.988461772486773
multiscan,gaussian_pink_student_t,30,606,Cd,0.9725174866686096,42.04412256561443,102.23057233249774,13.858134251979184,10.679406635635145
multiscan,gaussian_pink_student_t,30,606,Pb,0.9849609797238852,22.99769149467125,57.5837252264555,9.722435976709722,3.0261670634920628
multiscan,gaussian_pink_student_t,30,808,Cd,0.9496028926024858,37.586955540509074,87.4541689101534,11.936409248818281,13.13130859359934
multiscan,gaussian_pink_student_t,30,808,Pb,0.9870136974903877,19.07619282262348,44.4998355749555,11.55842246535003,2.901670767195767
