metal,condition,seed,feature,group,perm,builtin,shap
Pb,clean,314,pos_std,std,0.0016977407407407497,3.00926236150568e-05,
Pb,clean,314,wid_mean,mean,0.8456548699598582,0.002689952641689499,
Pb,clean,314,wid_std,std,0.04864719945628464,0.00023991164424887038,
Pb,clean,314,area_mean,mean,2.609410254440835,0.040215997528478646,
Pb,clean,314,area_std,std,0.08215358479975583,0.0020234418598786314,
Pb,clean,314,skew_mean,mean,0.037725736563305474,0.002053021511200894,
Pb,clean,314,skew_std,std,0.18582651405662703,0.0019905796023523404,
Pb,clean,314,snr_mean,mean,2.5137380926563404,0.08879675029137749,
Pb,clean,314,snr_std,std,0.07229715613133979,0.0014686266399126697,
Pb,clean,314,bl_mean,mean,0.05802132490163533,0.007181936333620914,
Pb,clean,314,bl_std,std,0.023377357240181678,0.0030842004542453007,
Pb,clean,314,amp_cv,cv,0.10182634435482138,0.000489628987300113,
Pb,clean,314,pos_cv,cv,0.0027019888888889345,0.0002453886338064624,
Pb,clean,314,area_cv,cv,0.4862483433788361,0.0017011454442103886,
Pb,augmented,314,amp_mean,mean,13.741008284165854,0.8381013125972521,
Pb,augmented,314,amp_std,std,0.04526641400808913,0.0007628028232442389,
Pb,augmented,314,pos_mean,mean,0.18278042551916945,0.013290683546815223,
Pb,augmented,314,pos_std,std,0.2627659250358125,0.0007539938475916425,
Pb,augmented,314,wid_mean,mean,0.023570420134185664,0.0016411466537774315,
Pb,augmented,314,wid_std,std,0.07146994869804987,0.000832701792158454,
Pb,augmented,314,area_mean,mean,3.1907548565683834,0.04258846098179621,
Pb,augmented,314,area_std,std,0.029563595244029295,0.0034270425064947176,
Pb,augmented,314,skew_mean,mean,0.0028873766301418607,0.0016029586200212317,
Pb,augmented,314,skew_std,std,0.08769606863238358,0.0026337883900310315,
Pb,augmented,314,snr_mean,mean,2.8677660324626,0.07757664492541837,
Pb,augmented,314,snr_std,std,0.03179735484997759,0.0019410535836969234,
Pb,augmented,314,bl_mean,mean,0.09735906603369884,0.009450747791342954,
Pb,augmented,314,bl_std,std,0.3735403915524734,0.004419650783894568,
Pb,augmented,314,amp_cv,cv,0.016756369362464836,0.00017279607202269886,
Pb,augmented,314,pos_cv,cv,0.09742305964134883,0.0005316088424219424,
Pb,augmented,314,area_cv,cv,0.009031333184702742,0.000272606242020355,
Cd,clean,1,amp_mean,mean,0.9192135840987481,0.0035552933850140677,
Cd,clean,1,amp_std,std,0.05786691750423001,0.0008635014029057461,
Cd,clean,1,pos_mean,mean,0.09748560632889733,0.00030049664763938974,
Cd,clean,1,pos_std,std,0.000745947798579244,0.00021729188380032038,
Cd,clean,1,wid_mean,mean,23.914582515630222,0.6926988043026996,
Cd,clean,1,wid_std,std,0.000699417283950604,0.0019537020109983124,
Cd,clean,1,area_mean,mean,0.7635518785188026,0.010317092300328432,
Cd,clean,1,area_std,std,0.009388972073411297,0.0007345456624176186,
Cd,clean,1,skew_mean,mean,0.3548953473506743,0.01618795422605282,
Cd,clean,1,skew_std,std,0.047819178640118046,0.002848509842332122,
Cd,clean,1,snr_mean,mean,0.207030752826255,0.004579239033551464,
Cd,clean,1,snr_std,std,0.07409855156008789,0.0007906837513552416,
Cd,clean,1,bl_mean,mean,8.106751093371074,0.26236823406522575,
Cd,clean,1,bl_std,std,0.06653435581594092,0.0009682468775828859,
Cd,clean,1,amp_cv,cv,0.07248882095996043,0.0004462777200748599,
Cd,clean,1,pos_cv,cv,0.0017169996431562473,0.0002166482009466835,
Cd,clean,1,area_cv,cv,0.0063393239063425115,0.0009534786870745993,
Cd,augmented,1,amp_mean,mean,1.3414458582586266,0.0042798878514261635,
Cd,augmented,1,amp_std,std,0.7045664285809581,0.02273561305973719,
Cd,augmented,1,pos_mean,mean,0.11992200871931065,0.0008705058123034603,
Cd,augmented,1,pos_std,std,0.016835203570373946,0.0005923976795388972,
Cd,augmented,1,wid_mean,mean,23.35337994431709,0.6894322080129995,
Cd,augmented,1,wid_std,std,0.002109279570066208,0.002159100151260678,
Cd,augmented,1,area_mean,mean,0.18117706640885517,0.012787179560906959,
Cd,augmented,1,area_std,std,0.758865228960661,0.01923265956647014,
Cd,augmented,1,skew_mean,mean,0.2162880135733843,0.010635581176379388,
Cd,augmented,1,skew_std,std,0.043292251199266066,0.0008692398902477633,
Cd,augmented,1,snr_mean,mean,0.2516557214819336,0.005312319529429574,
Cd,augmented,1,snr_std,std,0.04120702940327527,0.0008876049473109903,
Cd,augmented,1,bl_mean,mean,3.1775999124263987,0.22730980029388623,
Cd,augmented,1,bl_std,std,0.0814218488976991,0.0014955823919718138,
Cd,augmented,1,amp_cv,cv,0.0059254058733094975,0.0004004993228472868,
Cd,augmented,1,pos_cv,cv,0.0049235503987895115,0.00041470712615046215,
Cd,augmented,1,area_cv,cv,0.0012627260797069273,0.0005851136271334075,
Pb,clean,1,amp_mean,mean,14.291270305559,0.8823807074207561,
Pb,clean,1,amp_std,std,0.038154981091638,0.0016611713023937111,
Pb,clean,1,pos_mean,mean,0.16648273908258115,0.008831621770770601,
Pb,clean,1,pos_std,std,0.00123201824282686,0.00033145669475748726,
Pb,clean,1,wid_mean,mean,0.583940866704865,0.0028734939983434556,
Pb,clean,1,wid_std,std,0.014256244555791896,0.0001375360891159413,
Pb,clean,1,area_mean,mean,2.345354740169113,0.019733617503002836,
Pb,clean,1,area_std,std,0.04587212360594364,0.0046404736452527314,
Pb,clean,1,skew_mean,mean,0.04516274730916791,0.0034742909836231453,
Pb,clean,1,skew_std,std,0.2611903978122182,0.0067601279413758205,
Pb,clean,1,snr_mean,mean,3.134225987762398,0.03781704623916048,
Pb,clean,1,snr_std,std,0.026236507137466593,0.01308797389652455,
Pb,clean,1,bl_mean,mean,0.10058513030812533,0.009348493981228528,
Pb,clean,1,bl_std,std,0.024138141483514668,0.005161089998417222,
Pb,clean,1,amp_cv,cv,0.06353597874083337,0.00031232778295731074,
Pb,clean,1,pos_cv,cv,0.004231237213403899,0.0008483952906901824,
Pb,clean,1,area_cv,cv,0.8810860834487452,0.002600175461629782,
Pb,augmented,1,amp_mean,mean,14.595731124804672,0.8839663108052688,
Pb,augmented,1,amp_std,std,0.07403159234249748,0.0004024028737914458,
Pb,augmented,1,pos_mean,mean,0.12556503152981394,0.006751062478974559,
Pb,augmented,1,pos_std,std,0.1440592521718776,0.000510705037221706,
Pb,augmented,1,wid_mean,mean,0.052030513371861986,0.00220153369861745,
Pb,augmented,1,wid_std,std,0.04359642666381226,0.00023262535796357163,
Pb,augmented,1,area_mean,mean,2.5598968726151923,0.0207568066260011,
Pb,augmented,1,area_std,std,0.06300004369973304,0.014063383934498403,
Pb,augmented,1,skew_mean,mean,0.012333622084938023,0.0035220317521111348,
Pb,augmented,1,skew_std,std,0.07309414992950392,0.002145443433405299,
Pb,augmented,1,snr_mean,mean,3.5450348373155274,0.03737619735820193,
Pb,augmented,1,snr_std,std,0.04259453388294319,0.012089258004000153,
Pb,augmented,1,bl_mean,mean,0.039984921724233916,0.008480729952992032,
Pb,augmented,1,bl_std,std,0.6630880375888664,0.006662501440525846,
Pb,augmented,1,amp_cv,cv,0.021766080950574328,0.00028542072254509037,
Pb,augmented,1,pos_cv,cv,0.15790703703256362,0.00038232323311352306,
Pb,augmented,1,area_cv,cv,0.01863401695710956,0.00017126329076789747,
Cd,clean,999,amp_mean,mean,0.5406663221903261,0.004052296490874728,
Cd,clean,999,amp_std,std,0.11422958859601122,0.0027552327363582923,
Cd,clean,999,pos_mean,mean,0.13511528589091376,0.0015744013846091301,
Cd,clean,999,pos_std,std,0.009147181463906518,0.006040453256006411,
Cd,clean,999,wid_mean,mean,24.22153225691857,0.7139304716164201,
Cd,clean,999,wid_std,std,6.59805996472973e-05,0.0017338406187087114,
Cd,clean,999,area_mean,mean,0.4206608160422086,0.005408271792625087,
Cd,clean,999,area_std,std,0.006603836717588729,0.0020894543089735548,
Cd,clean,999,skew_mean,mean,0.7743867323370599,0.021941677650517796,
Cd,clean,999,skew_std,std,0.060218259020826684,0.008218937433537148,
Cd,clean,999,snr_mean,mean,5.4914153482515555,0.017060415475027298,
Cd,clean,999,snr_std,std,0.09443475115870195,0.0005654429132157605,
Cd,clean,999,bl_mean,mean,4.0463909155695905,0.20622573044645676,
Cd,clean,999,bl_std,std,0.011219671461056036,0.0006614736001018315,
Cd,clean,999,amp_cv,cv,0.050325423606774757,0.0007950252803125273,
Cd,clean,999,pos_cv,cv,0.004191500499484124,0.0053953355234876675,
Cd,clean,999,area_cv,cv,0.003920727355579717,0.001551539472767246,
Cd,augmented,999,amp_mean,mean,0.3435629219797796,0.0017971407912202694,
Cd,augmented,999,amp_std,std,0.8023489942063794,0.015706424512372277,
Cd,augmented,999,pos_mean,mean,0.19879459781517067,0.0019170584091016919,
Cd,augmented,999,pos_std,std,0.0031573186871615365,0.003903172855598151,
Cd,augmented,999,wid_mean,mean,24.17310612230615,0.6891006740385466,
Cd,augmented,999,wid_std,std,0.030622382482551537,0.010400489741760473,
Cd,augmented,999,area_mean,mean,0.5956834718021196,0.01185829658355054,
Cd,augmented,999,area_std,std,0.4358391767034294,0.013920696339526821,
Cd,augmented,999,skew_mean,mean,0.8026781395261224,0.02471724727641425,
Cd,augmented,999,skew_std,std,0.11922397861990337,0.0016711456240210232,
Cd,augmented,999,snr_mean,mean,0.5782058642638788,0.00966496676731438,
Cd,augmented,999,snr_std,std,0.01594814421577593,0.000658481608652077,
Cd,augmented,999,bl_mean,mean,4.9041726668723395,0.20779071190252782,
Cd,augmented,999,bl_std,std,0.1583772656554008,0.002098066277837852,
Cd,augmented,999,amp_cv,cv,0.0006888057842692419,0.0007067196499541273,
Cd,augmented,999,pos_cv,cv,0.004702287830429097,0.002962238748351904,
Cd,augmented,999,area_cv,cv,0.009413916386866793,0.0011264688732496428,
Pb,clean,999,amp_mean,mean,14.566372384230567,0.8271189420550036,
Pb,clean,999,amp_std,std,0.0013539145550043763,0.0009856873706551867,
Pb,clean,999,pos_mean,mean,0.14185751130897856,0.011141090563637265,
Pb,clean,999,pos_std,std,0.0,0.00021573808064610545,
Pb,clean,999,wid_mean,mean,0.03709876028415985,0.0021377702823773075,
Pb,clean,999,wid_std,std,0.0027646843033507507,8.005293819025838e-05,
Pb,clean,999,area_mean,mean,3.8953336877451896,0.03312837404394881,
Pb,clean,999,area_std,std,0.010777294048598595,0.0034727674796706594,
Pb,clean,999,skew_mean,mean,0.03668225718109378,0.002206200282819183,
Pb,clean,999,skew_std,std,0.14719792236779086,0.0012266330913188888,
Pb,clean,999,snr_mean,mean,3.4484968110227348,0.08512267015927755,
Pb,clean,999,snr_std,std,0.015344868588840165,0.021229719234238085,
Pb,clean,999,bl_mean,mean,0.0597924972085811,0.007208469511615438,
Pb,clean,999,bl_std,std,0.0,0.0012405251323443257,
Pb,clean,999,amp_cv,cv,0.024816268757316483,0.00026729302926225553,
Pb,clean,999,pos_cv,cv,0.0,0.0003236673765942517,
Pb,clean,999,area_cv,cv,1.2539463339452224,0.002894399368400763,
Pb,augmented,999,amp_mean,mean,15.14985879487522,0.8178672165324081,
Pb,augmented,999,amp_std,std,0.06295634732835582,0.0012361777740485765,
Pb,augmented,999,pos_mean,mean,0.13199585364953687,0.009761221376162477,
Pb,augmented,999,pos_std,std,0.6211343150607427,0.0013082837574773388,
Pb,augmented,999,wid_mean,mean,0.2871689978794731,0.0025974400468676603,
Pb,augmented,999,wid_std,std,0.1190764264357548,0.0005239263276622004,
Pb,augmented,999,area_mean,mean,4.147623495477895,0.03241754548462523,
Pb,augmented,999,area_std,std,0.022265496971599928,0.005823499733132265,
Pb,augmented,999,skew_mean,mean,0.018776060929610486,0.0036059676654404825,
Pb,augmented,999,skew_std,std,0.08327724910216357,0.00231215232458557,
Pb,augmented,999,snr_mean,mean,3.643467103828943,0.091614719061996,
Pb,augmented,999,snr_std,std,0.05844316801485512,0.015984482455198616,
Pb,augmented,999,bl_mean,mean,0.04333965194830098,0.010541225740597897,
Pb,augmented,999,bl_std,std,0.565844384741608,0.0037072834148256313,
Pb,augmented,999,amp_cv,cv,0.005196834206007817,0.00016339596180454146,
Pb,augmented,999,pos_cv,cv,0.1368868708904948,0.00036045448337177,
Pb,augmented,999,area_cv,cv,0.012144736087856229,0.00017500785979557518,
Cd,clean,55,amp_mean,mean,1.3022215718855705,0.0043798298272830095,
Cd,clean,55,amp_std,std,0.026934219052149384,0.004509913521428929,
Cd,clean,55,pos_mean,mean,0.1223902367386108,0.0009638664525593164,
Cd,clean,55,pos_std,std,0.00012685102884333889,0.00012562534888494554,
Cd,clean,55,wid_mean,mean,21.728608310682528,0.6960577176160824,
Cd,clean,55,wid_std,std,0.000803074955908295,0.0020787891866853613,
Cd,clean,55,area_mean,mean,1.4685101238565517,0.021305985972843396,
Cd,clean,55,area_std,std,0.005263517039612459,0.0008540069926556297,
Cd,clean,55,skew_mean,mean,0.6287617519205637,0.02419428219790451,
Cd,clean,55,skew_std,std,0.03851316121491925,0.0033803312313111815,
Cd,clean,55,snr_mean,mean,2.906235343132117,0.005673167702667405,
Cd,clean,55,snr_std,std,0.03948115300867468,0.0003890258575594684,
Cd,clean,55,bl_mean,mean,7.626725315775521,0.23262340096860679,
Cd,clean,55,bl_std,std,0.06063780585900056,0.0010142092545246649,
Cd,clean,55,amp_cv,cv,0.07722910586478823,0.0012640723120748284,
Cd,clean,55,pos_cv,cv,0.003006553834476283,0.00027314284785598966,
Cd,clean,55,area_cv,cv,0.0037593152500217165,0.0009126327090721564,
Cd,augmented,55,amp_mean,mean,1.5735857126986417,0.0042192885726958845,
Cd,augmented,55,amp_std,std,1.0298515128541839,0.01794330267504829,
Cd,augmented,55,pos_mean,mean,0.06916885070498953,0.00039995269250188935,
Cd,augmented,55,pos_std,std,0.008612592170286032,9.324336407130101e-05,
Cd,augmented,55,wid_mean,mean,22.29272555643836,0.6777078971831817,
Cd,augmented,55,wid_std,std,0.009918048090794402,0.0020464354727095717,
Cd,augmented,55,area_mean,mean,1.0389623716968033,0.03193866948037212,
Cd,augmented,55,area_std,std,0.8240802097781398,0.01875188797227847,
Cd,augmented,55,skew_mean,mean,0.7462284583744191,0.021963542635418568,
Cd,augmented,55,skew_std,std,0.1941688796455992,0.0011048926004921494,
Cd,augmented,55,snr_mean,mean,0.45862390927127417,0.0038767723726328136,
Cd,augmented,55,snr_std,std,0.029596333819548414,0.0002834752465260425,
Cd,augmented,55,bl_mean,mean,4.908021427088499,0.21328404611203752,
Cd,augmented,55,bl_std,std,0.31991707189833285,0.004837553058607978,
Cd,augmented,55,amp_cv,cv,0.01998798447878696,0.00022194039998256902,
Cd,augmented,55,pos_cv,cv,0.008685449137127526,0.0003489785969853257,
Cd,augmented,55,area_cv,cv,0.007429680589874532,0.0009781215644578635,
Pb,clean,55,amp_mean,mean,10.680861528472352,0.6550382867065476,
Pb,clean,55,amp_std,std,0.05317119313013204,0.0019917438825982608,
Pb,clean,55,pos_mean,mean,0.16493183338298892,0.010913143453661855,
Pb,clean,55,pos_std,std,0.0012373861884562797,8.934438872943989e-05,
Pb,clean,55,wid_mean,mean,0.29175294492378334,0.003109419293810065,
Pb,clean,55,wid_std,std,0.0013151111111111336,0.00010043703369867444,
Pb,clean,55,area_mean,mean,2.377069305328383,0.02233400016355338,
Pb,clean,55,area_std,std,0.08925448683744122,0.00506798898269869,
Pb,clean,55,skew_mean,mean,0.06601994760697258,0.003253143247689199,
Pb,clean,55,skew_std,std,0.21082347225889012,0.000942896557459862,
Pb,clean,55,snr_mean,mean,5.493286827786511,0.24619330187240973,
Pb,clean,55,snr_std,std,0.027722938673222973,0.002435571345551385,
Pb,clean,55,bl_mean,mean,0.057518618850630476,0.03479968557951311,
Pb,clean,55,bl_std,std,0.025929814361858657,0.011270231391911764,
Pb,clean,55,amp_cv,cv,0.03325658595659071,0.00022704578926192645,
Pb,clean,55,pos_cv,cv,0.005067690819821291,0.0003951214858725924,
Pb,clean,55,area_cv,cv,0.6113473775930528,0.001838638825032514,
Pb,augmented,55,amp_mean,mean,11.258453133966507,0.6716660992467761,
Pb,augmented,55,amp_std,std,0.06777248441845317,0.003161640505111722,
Pb,augmented,55,pos_mean,mean,0.1593333331771298,0.006677864868808107,
Pb,augmented,55,pos_std,std,0.9985789725655355,0.002412604591976229,
Pb,augmented,55,wid_mean,mean,0.09229364472603827,0.0030769512950646204,
Pb,augmented,55,wid_std,std,0.027469079480437204,0.00045629720147743054,
Pb,augmented,55,area_mean,mean,2.7289463526669477,0.01994741247836241,
Pb,augmented,55,area_std,std,0.02994933030397744,0.006563108792251871,
Pb,augmented,55,skew_mean,mean,0.0029678747103693255,0.00404133192976549,
Pb,augmented,55,skew_std,std,0.1653659025416686,0.001641628006192047,
Pb,augmented,55,snr_mean,mean,5.646460583279646,0.22732797291592724,
Pb,augmented,55,snr_std,std,0.03386711782334435,0.0013138012159846183,
Pb,augmented,55,bl_mean,mean,0.0704845969395657,0.03905210258327599,
Pb,augmented,55,bl_std,std,0.501538470394131,0.011832735820333978,
Pb,augmented,55,amp_cv,cv,0.01860093466829303,0.00015760381103427666,
Pb,augmented,55,pos_cv,cv,0.05164051450140546,0.0004732586840448644,
Pb,augmented,55,area_cv,cv,0.012258586226739362,0.0001975860536130075,
Cd,clean,7777,amp_mean,mean,0.5398106014455947,0.003483116443827179,
Cd,clean,7777,amp_std,std,0.13973797375337962,0.008224998505648768,
Cd,clean,7777,pos_mean,mean,0.10404868683447832,0.0010045197735543251,
Cd,clean,7777,pos_std,std,0.0024092043308296006,0.00022991834342027664,
Cd,clean,7777,wid_mean,mean,22.206501401948387,0.7120261349788706,
Cd,clean,7777,wid_std,std,0.00044820864197531174,0.002289021236024979,
Cd,clean,7777,area_mean,mean,0.6321034559939294,0.00941229259607281,
Cd,clean,7777,area_std,std,0.005334484028486158,0.0010934348161996106,
Cd,clean,7777,skew_mean,mean,1.130783725068375,0.02155063725836499,
Cd,clean,7777,skew_std,std,0.0791108672321686,0.0036551524524602815,
Cd,clean,7777,snr_mean,mean,0.2335156640854358,0.0042653105885598515,
Cd,clean,7777,snr_std,std,0.031137300387262028,0.000456899232554909,
Cd,clean,7777,bl_mean,mean,3.57985177447724,0.22888487742408414,
Cd,clean,7777,bl_std,std,0.04506449861561958,0.0016056678097716858,
Cd,clean,7777,amp_cv,cv,0.09209416147393626,0.0005799435358142925,
Cd,clean,7777,pos_cv,cv,0.002112188709214774,0.000290853118888545,
Cd,clean,7777,area_cv,cv,0.0029276310055133814,0.0009472218858828544,
Cd,augmented,7777,amp_mean,mean,0.1629453526320825,0.0015299603002238162,
Cd,augmented,7777,amp_std,std,0.6541464112081352,0.010233634034980203,
Cd,augmented,7777,pos_mean,mean,0.2015535734365518,0.001553318578308658,
Cd,augmented,7777,pos_std,std,0.0119022409527132,0.0004076201694626973,
Cd,augmented,7777,wid_mean,mean,23.117327836616226,0.7010853247487312,
Cd,augmented,7777,wid_std,std,0.0026029494687293984,0.0024445338817400955,
Cd,augmented,7777,area_mean,mean,0.9823587904746462,0.010504324031085829,
Cd,augmented,7777,area_std,std,0.7912350705811815,0.011703635115314252,
Cd,augmented,7777,skew_mean,mean,0.10773384021176932,0.0121783018201045,
Cd,augmented,7777,skew_std,std,0.013618435388592759,0.0012185942849892242,
Cd,augmented,7777,snr_mean,mean,0.20594507127212802,0.004712130558658224,
Cd,augmented,7777,snr_std,std,0.04260405046033931,0.0006207942570394552,
Cd,augmented,7777,bl_mean,mean,3.5646913799014497,0.23648875960917298,
Cd,augmented,7777,bl_std,std,0.2422305468408838,0.0035581549756687003,
Cd,augmented,7777,amp_cv,cv,0.006862403620824809,0.00040341983367442774,
Cd,augmented,7777,pos_cv,cv,0.009125375377883205,0.00038143643285630063,
Cd,augmented,7777,area_cv,cv,0.007635003883293867,0.0009760573679894604,
Pb,clean,7777,amp_mean,mean,14.178259917590182,0.8814837468800002,
Pb,clean,7777,amp_std,std,0.043496007743362146,0.0002053769461111909,
Pb,clean,7777,pos_mean,mean,0.1787265460293344,0.011047303010593106,
Pb,clean,7777,pos_std,std,0.0,0.00021573133112064242,
Pb,clean,7777,wid_mean,mean,0.20148806597747587,0.0018742471298554865,
Pb,clean,7777,wid_std,std,0.014394681962949723,0.00012133590836858555,
Pb,clean,7777,area_mean,mean,3.4078446868255226,0.03119505549977189,
Pb,clean,7777,area_std,std,0.07973941100799752,0.0015666120026205021,
Pb,clean,7777,skew_mean,mean,0.04522461569048176,0.0026041911558995177,
Pb,clean,7777,skew_std,std,0.20317327367635274,0.0010608089272904134,
Pb,clean,7777,snr_mean,mean,2.5193631070224436,0.03232093562586965,
Pb,clean,7777,snr_std,std,0.0500306294274669,0.019541012915014182,
Pb,clean,7777,bl_mean,mean,0.10235528794598772,0.009046908537205552,
Pb,clean,7777,bl_std,std,0.014234312010891908,0.0037886643969128743,
Pb,clean,7777,amp_cv,cv,0.07054388500534081,0.00030211058164037006,
Pb,clean,7777,pos_cv,cv,0.0017555098421386083,0.0002304930708000396,
Pb,clean,7777,area_cv,cv,1.1154759068982634,0.003395466080925755,
Pb,augmented,7777,amp_mean,mean,13.782655604937057,0.8726664996888104,
Pb,augmented,7777,amp_std,std,0.04997795003171597,0.0003293223405754296,
Pb,augmented,7777,pos_mean,mean,0.16929400886354729,0.01146119599166539,
Pb,augmented,7777,pos_std,std,1.0076803809793142,0.0022795154142487423,
Pb,augmented,7777,wid_mean,mean,0.17133502772234319,0.0011686200032034507,
Pb,augmented,7777,wid_std,std,0.030598779625394305,0.0003540767330998165,
Pb,augmented,7777,area_mean,mean,3.757316932076175,0.03132507542194467,
Pb,augmented,7777,area_std,std,0.023955091851071225,0.001720441720049289,
Pb,augmented,7777,skew_mean,mean,0.01868155570801255,0.0019599029976448104,
Pb,augmented,7777,skew_std,std,0.024445899431456558,0.00016333315157141575,
Pb,augmented,7777,snr_mean,mean,2.805953056462575,0.041559449423215315,
Pb,augmented,7777,snr_std,std,0.04969068898785238,0.02310535069083856,
Pb,augmented,7777,bl_mean,mean,0.0655354171514149,0.007829017818121821,
Pb,augmented,7777,bl_std,std,0.5255448709008068,0.0034264698583860017,
Pb,augmented,7777,amp_cv,cv,0.002089837028953617,0.00013015820568557568,
Pb,augmented,7777,pos_cv,cv,0.0032638458729784573,0.0004189091427697905,
Pb,augmented,7777,area_cv,cv,0.009216828880534992,0.00010266139816955828,
Cd,clean,13,amp_mean,mean,0.5132009398723851,0.0030570233798152724,
Cd,clean,13,amp_std,std,0.05926534437217064,0.0029313587417025403,
Cd,clean,13,pos_mean,mean,0.14263174067170142,0.000983931710656171,
Cd,clean,13,pos_std,std,0.01022287627797519,0.0005920564183383516,
Cd,clean,13,wid_mean,mean,23.2383302628999,0.6981357022102652,
Cd,clean,13,wid_std,std,0.0014036679012345344,0.0006357787424715278,
Cd,clean,13,area_mean,mean,0.7491016813043172,0.010682578548963552,
Cd,clean,13,area_std,std,0.006995640053883079,0.00015557288459656102,
Cd,clean,13,skew_mean,mean,1.0212740054912044,0.05298217420616739,
Cd,clean,13,skew_std,std,0.03407943223987906,0.002072503787638916,
Cd,clean,13,snr_mean,mean,0.2436320169488801,0.004589701369203342,
Cd,clean,13,snr_std,std,0.0470204196298008,0.00031288245802083117,
Cd,clean,13,bl_mean,mean,3.723546610654349,0.21918789449477888,
Cd,clean,13,bl_std,std,0.03686805385237196,0.0007416167114417618,
Cd,clean,13,amp_cv,cv,0.044941084293843095,0.0005520120472278742,
Cd,clean,13,pos_cv,cv,0.034621944810966636,0.0019675410907921027,
Cd,clean,13,area_cv,cv,0.004362516313179243,0.0004196711979195388,
Cd,augmented,13,amp_mean,mean,0.13704409588371788,0.0013276025202578828,
Cd,augmented,13,amp_std,std,0.46201487251035306,0.013888936749478335,
Cd,augmented,13,pos_mean,mean,0.07961464255820863,0.0006879891610595374,
Cd,augmented,13,pos_std,std,0.03573405302581946,0.0014305199481545465,
Cd,augmented,13,wid_mean,mean,23.982195510145914,0.7023680821040426,
Cd,augmented,13,wid_std,std,0.007095629060965197,0.0008138167646022678,
Cd,augmented,13,area_mean,mean,1.2731591087533907,0.012417962712180146,
Cd,augmented,13,area_std,std,0.538351676405022,0.0151613301047486,
Cd,augmented,13,skew_mean,mean,0.09873545473337184,0.027124460861497276,
Cd,augmented,13,skew_std,std,0.018231429611078893,0.0008759147860872951,
Cd,augmented,13,snr_mean,mean,0.1763278799590756,0.004776530848582148,
Cd,augmented,13,snr_std,std,0.10280097503931088,0.0009767154574597055,
Cd,augmented,13,bl_mean,mean,3.3460359550134626,0.21342786997575014,
Cd,augmented,13,bl_std,std,0.07654527375427622,0.0011637035434882684,
Cd,augmented,13,amp_cv,cv,0.0056494832611497185,0.0006647058001853314,
Cd,augmented,13,pos_cv,cv,0.028763990893019915,0.002422469018087875,
Cd,augmented,13,area_cv,cv,0.006341278575248377,0.00047138964433810187,
Pb,clean,13,amp_mean,mean,13.981103899690577,0.8278985351797532,
Pb,clean,13,amp_std,std,0.055942478313541044,0.0005675002493123211,
Pb,clean,13,pos_mean,mean,0.17240019367213966,0.009145115930986158,
Pb,clean,13,pos_std,std,0.0,0.00017989605988418428,
Pb,clean,13,wid_mean,mean,0.3461337904930075,0.002367890149238822,
Pb,clean,13,wid_std,std,0.08261116830480107,0.0002360639553387661,
Pb,clean,13,area_mean,mean,3.547124783690319,0.032620650029573706,
Pb,clean,13,area_std,std,0.028421424695396345,0.0006977044085084909,
Pb,clean,13,skew_mean,mean,0.047601370570518296,0.00501965529095084,
Pb,clean,13,skew_std,std,0.1314734898965473,0.0004271691757450546,
Pb,clean,13,snr_mean,mean,2.987696218532329,0.09086686127161402,
Pb,clean,13,snr_std,std,0.036993713789757465,0.010395704888475436,
Pb,clean,13,bl_mean,mean,0.05439322685599017,0.005049088766442611,
Pb,clean,13,bl_std,std,0.010181100172913155,0.012688026555158487,
Pb,clean,13,amp_cv,cv,0.009750447847482153,1.4572045873596085e-05,
Pb,clean,13,pos_cv,cv,0.0009036636580558033,0.0005966958348283676,
Pb,clean,13,area_cv,cv,0.40207048593599304,0.0012288702083161351,
Pb,augmented,13,amp_mean,mean,14.45388310254538,0.8349139094468603,
Pb,augmented,13,amp_std,std,0.038839351427061096,0.00019983559817173641,
Pb,augmented,13,pos_mean,mean,0.13370049606826903,0.00915541364610595,
Pb,augmented,13,pos_std,std,0.6839946166323134,0.0018746716424500778,
Pb,augmented,13,wid_mean,mean,0.10141458216984915,0.0015922031935425751,
Pb,augmented,13,wid_std,std,0.028555490733484547,0.00022218468580546127,
Pb,augmented,13,area_mean,mean,3.5091483006922486,0.032217220340511755,
Pb,augmented,13,area_std,std,0.05932508609807254,0.002568811240650621,
Pb,augmented,13,skew_mean,mean,0.006072889461326014,0.004367998057077931,
Pb,augmented,13,skew_std,std,0.08654039847918873,0.001505113415816966,
Pb,augmented,13,snr_mean,mean,2.837878016512909,0.08038953745351728,
Pb,augmented,13,snr_std,std,0.06402491581796203,0.012095196145664278,
Pb,augmented,13,bl_mean,mean,0.04968964378699235,0.005660220201108422,
Pb,augmented,13,bl_std,std,0.5832479584650004,0.012260478592327415,
Pb,augmented,13,amp_cv,cv,0.007154784775475509,3.812831034221105e-05,
Pb,augmented,13,pos_cv,cv,0.0015409875328361966,0.0007527258775180836,
Pb,augmented,13,area_cv,cv,0.01798256516184249,0.00018635215252906426,
Cd,clean,21,amp_mean,mean,0.8079767286064541,0.004393774885172108,
Cd,clean,21,amp_std,std,0.034315514941860914,0.00163430319425874,
Cd,clean,21,pos_mean,mean,0.11774355503175096,0.0010833344632297129,
Cd,clean,21,pos_std,std,0.0073447157900983885,0.0011466516009821025,
Cd,clean,21,wid_mean,mean,22.706239349729298,0.6913152327170893,
Cd,clean,21,wid_std,std,0.007871653262786604,0.0019187077798572326,
